module,key,english,old_zh,translation
egauge,egauge.dox.egaugePP,eGauge Point Properties,eGauge Point Properties,EGAUGE點屬性
envcands,envcands.description,Data source that reads data from Environment Canada web pages,Data source that reads data from Environment Canada web pages,來自加拿大環境環境網頁的資料來源的資料來源
envcands,envcands.desc,Environment Canada,Environment Canada,加拿大環境部
envcands,envcands.dsconn,Station id {0},Station id {0},站台ID {0}
envcands,envcands.stationId,Station id,Station id,站台ID
envcands,dsEdit.envcands,Environment Canada,Environment Canada,Environment Canada
envcands,dsEdit.envcandsPoint,Environment Canada Data Point,Environment Canada Data Point,Environment Canada Data Point
envcands,envcands.attr,Attribute,Attribute,屬性
envcands,envcands.attr.temp,Temperature,Temperature,溫度
envcands,envcands.attr.dewPointTemp,Dew Point Temperature,Dew Point Temperature,露點溫度
envcands,envcands.attr.relHum,Relative Humidity,Relative Humidity,相對濕度
envcands,envcands.attr.windDir,Wind Direction,Wind Direction,風向
envcands,envcands.attr.windSpeed,Wind Speed,Wind Speed,風速
envcands,envcands.attr.visibility,Visibility,Visibility,能見度
envcands,envcands.attr.stnPress,Station Pressure,Station Pressure,站台壓力
envcands,envcands.attr.humidex,Humidex,Humidex,humidex
envcands,envcands.attr.windChill,Wind Chill,Wind Chill,風冷
envcands,envcands.attr.weather,Weather,Weather,天氣
envcands,envcands.retrievalError,Error retrieving weather data: {1},Error retrieving weather data: {1},錯誤檢索天氣資料：{1}
envcands,envcands.dataStartTime,Data start time,Data start time,資料開始時間
envcands,envcands.event.noTemperatureData,No temperature data for station at data start time.,No temperature data for station at data start time.,資料開始時間沒有站台的溫度資料。
envcands,dox.envCanDS,Environment Canada Data Source,Environment Canada Data Source,Environment Canada Data Source
envcands,dox.envCanPP,Environment Canada Point Properties,Environment Canada Point Properties,Environment Canada Point Properties
excelReports,excelreports.description,Page for creating and editing point Excel reports.,Page for creating and editing point Excel reports.,用於建立和編輯點Excel報告的頁面。
excelReports,excelreports.email,Email,Email,電子郵件
excelReports,excelreports.emailModelScript,Email model script,Email model script,電子郵件模型腳本
excelReports,excelreports.emailRecipients,Email recipients,Email recipients,電子郵件收件人
excelReports,excelreports.emport.point.missingAttr,Report point missing attribute ''{0}'',Report point missing attribute ''{0}'',報告點缺少屬性''{0}'''
excelReports,excelreports.emport.pointDNE,Excel Report point with xid ''{0}'' does not exist,Excel Report point with xid ''{0}'' does not exist,不存在帶有XID'{0}'的Excel報告點
excelReports,excelreports.event.licenseBreach,"Excel Reports module has too many templates created, Mango will shutdown at {0}, please remove templates and restart.","Excel Reports module has too many templates created, Mango will shutdown at {0}, please remove templates and restart.",Excel報告模塊建立了太多範本， Mango 將在{0}關閉，請刪除範本並重新啟動。
excelReports,excelreports.event.licenseViolated,Excel Reports module is licensed for fewer templates than exist. Remove templates to have module function again.,Excel Reports module is licensed for fewer templates than exist. Remove templates to have module function again.,Excel Reports Module的範本比存在更少的範本許可。刪除範本以再次具有模塊功能。
excelReports,excelreports.failureReason,Failure: {0},Failure: {0},失敗：{0}
excelReports,excelreports.finishedReports,Finished / in-progress reports,Finished / in-progress reports,完成 /過程中報告
excelReports,excelreports.license.limitReached,"License limit of {0} reached, you already have {1} template(s)","License limit of {0} reached, you already have {1} template(s)",達到{0}的許可限制，您已經有{1}範本（S）
excelReports,excelreports.noInstances,No report instances to list,No report instances to list,沒有報告實體列出
excelReports,excelreports.noPoints,No points have been added,No points have been added,沒有新增點
excelReports,excelreports.noRecipientsToList,No recipients to list,No recipients to list,沒有收件人列出
excelReports,excelreports.noTemplates,No templates to list,No templates to list,沒有列出的範本
excelReports,excelreports.noTimePeriods,No time periods to list,No time periods to list,沒有列出的時間段
excelReports,excelreports.notSpecified,Not specified,Not specified,未指定
excelReports,excelreports.postProcessingScript,Post processing script,Post processing script,後處理腳本
excelReports,excelreports.reportRecords,Records,Records,記錄
excelReports,excelreports.reportState,State,State,狀態
excelReports,excelreports.reportState.timePeriodNotSpecified,One or more time periods are not specified.,One or more time periods are not specified.,未指定一個或多個時間段。
excelReports,excelreports.reportState.queued,Queued,Queued,排隊
excelReports,excelreports.runDuration,Run duration (ms),Run duration,執行持續時間（MS）
excelReports,excelreports.runTimeStart,Run time start,Run time start,執行時間開始
excelReports,excelreports.scheduleThisTemplate,Schedule this template to be run periodically,Schedule this template to be run periodically,安排此範本要定期執行
excelReports,excelreports.specific,Specific,Specific,具體的
excelReports,excelreports.template,Template,Template,範本
excelReports,excelreports.templateEditPermission,Edit permission,Edit permission,編輯權限
excelReports,excelreports.templateFile,Template file,Template file,範本檔案
excelReports,excelreports.templates,Report templates,Report templates,報告範本
excelReports,excelreports.timePeriod,Time period,Time period,時間段
excelReports,excelreports.timePeriodName,Time period {0},Time period {0},時間段{0}
excelReports,excelreports.timePeriods,Time periods,Time periods,時間段
excelReports,excelreports.timeValuesLocation,Location for time values,Location for time values,時間值的位置
excelReports,excelreports.uploading,Uploading {0},Uploading {0},上傳{0}
excelReports,excelreports.current,Current,Current,當前的
excelReports,excelreports.ago,Ago,Ago,前
excelReports,excelreports.timeSeries,Time series,Time series,時間序列
excelReports,excelreports.scheduledReport,Scheduled report - {0},Scheduled report - {0},計劃報告 -  {0}
excelReports,excelreports.setPointAnnotation,Excel Report XID {0},Excel Report XID {0},Excel報告XID {0}
excelReports,excelreports.runReport,"Run and download report ""{0}""","Run and download report ""{0}""",執行並下載報告“ {0}”
excelReports,excelreports.errorRunningReport,Error running report: {0},Error running report: {0},錯誤執行報告：{0}
excelReports,excelreports.runExcelReport,Run Excel report,Run Excel report,執行Excel報告
excelReports,excelreports.filesCount,Number of completed Excel report instance files,Number of completed excel report instance files in excelReports/web/report-data/,已完成的Excel報告實體檔案的數量
excelReports,excelreports.filesSize,Disk size of Excel reports directory (bytes),Disk size of excelReports/web/report-data/,Excel報告目錄的磁盤大小（字節）
excelReports,excelreports.templateFilesCount,Number of Excel report templates,Number of excel report templates in excelReports/web/templates,Excel報告範本的數量
excelReports,excelreports.templateFilesSize,Disk size of Excel report templates (bytes),Disk size of excelReports/web/templates,Excel報告範本的磁盤尺寸（字節）
excelReports,excelreports.pointsSelected,Select data points ({0} points currently selected),Select data points ({0} points currently selected),選擇資料點（{0}當前​​選擇的點）
excelReports,excelreports.validate.dateRangeMustBeSpecified,Date range required for scheduled reports ,Date range required for scheduled reports,預定報告所需的日期範圍
excelReports,excelreports.validate.invalidMailingList,Invalid mailing list,Invalid mailing list,無效的郵件列表
excelReports,excelreports.validate.invalidRelativeDateType,Invalid relative date type,Invalid relative date type,無效的相對日期類型
excelReports,excelreports.validate.invalidRollup,Invalid rollup setting,Invalid rollup setting,無效的匯總設定
excelReports,excelreports.validate.invalidTimePeriod,Invalid time period,Invalid time period,無效時間
excelReports,excelreports.validate.nameCannotBeEmpty,Name cannot be empty,Name cannot be empty,名稱不能為空
excelReports,excelreports.validate.needPoint,At least one point must be added,At least one point must be added,至少必須新增一個點
excelReports,excelreports.validate.needRecip,At least one recipient must be added,At least one recipient must be added,必須至少新增一個收件人
excelReports,excelreports.validate.needFile,A valid Excel file must be added,A valid Excel file must be added,必須新增有效的Excel檔案
excelReports,excelreports.validate.needEmailTemplate,A valid email template file must be added,A valid email template file must be added,必須新增有效的電子郵件範本檔案
excelReports,excelreports.validate.needTimeSerie,At least one time period must be added,At least one time period must be added,必須至少新增一個時間段
excelReports,excelreports.validate.needNamedRange,Location for Time Values must be filled,Location for Time Values must be filled,時間值必須填充
excelReports,excelreports.validate.periodCountLessThan1,Period count cannot be less than 1,Period count cannot be less than 1,週期數不能小於1
excelReports,excelreports.validate.rangeAlreadyAssigned,Range with name {0} already assigned,Range with name {0} already assigned,範圍與已分配的名稱{0}
excelReports,excelreports.validate.rangeDoesNotExist,Named range does not exist in template,Named range does not exist in template,範本中不存在命名範圍
excelReports,excelreports.validate.reportFileDNE,Report file not found,Report file not found,未找到報告檔案
excelReports,excelreports.validate.scriptError,Syntax error in script: {0},Syntax error in script: {0},腳本中的語法錯誤：{0}
excelReports,excelreports.validate.templateDNE,Report template file not found,Report template file not found,未找到報告範本檔案
excelReports,excelreports.validate.templateFileError,Template file error {0},Template file error {0},範本檔案錯誤{0}
excelReports,excelreports.validate.templateInvalidFileType,Template file is not an excel file,Template file is not an excel file,範本檔案不是Excel檔案
excelReports,excelreports.validate.userDNE,User does not exist,User does not exist,用戶不存在
excelReports,excelreports.validate.unmatchedNamedRange,No compatible named range found for ''{0}'',No compatible named range found for ''{0}'',沒有兼容的名稱範圍為“ {0}''
excelReports,excelreports.validate.invalidNamedRangePeriod,"Named range ''{0}'' invalid, no ''.'' are allowed in range names","Named range ''{0}'' invalid, no ''.'' are allowed in range names",命名範圍'{0}'''無效，否'。 ''
excelReports,excelreports.validate.invalidNamedRangeEmpty,Cannot have empty named range,Cannot have empty named range,不能有空名稱範圍
excelReports,excelreports.validate.incompatibleRollupForDataType,Incompatible rollup for the data type of point {0},Incompatible rollup for the data type of point {0},點{0}的資料類型的不兼容匯總
excelReports,excelreports.emport.templateVoDNE,Report Template with XID {0} not found,Report Template with XID {0} not found,未找到的XID {0}的報告範本
excelReports,excelreports.emport.specificRangeIncomplete,"You must specify a start and finish Year, Month, Day, Hour, Minute, and Second \","You must specify a start and finish Year, Month, Day, Hour, Minute, and Second \",您必須指定年開始和結束的年，每月，每日，小時，分鐘和第二個
excelReports,excelreports.ui.activeReportTemplate,activeReportTemplate,activeReportTemplate,ActiveRePortTeptlate
excelReports,excelreports.ui.inactiveReportTemplate,inactiveReportTemplate,inactiveReportTemplate,InactiverePortTepplate
excelReports,excelreports.ui.editTemplate,Edit template '{0}',Edit template '{0}',編輯範本'{0}'
excelReports,excelreports.ui.periodType,Period type,Period type,週期類型
excelReports,excelreports.ui.periodCount,Period count,Period count,時期計數
excelReports,excelreports.ui.rollup,Rollup,Rollup,滾動
excelReports,excelreports.ui.rollupType,Rollup type,Rollup type,滾動類型
excelReports,excelreports.ui.rollupPeriod,Rollup period,Rollup period,匯總期
excelReports,excelreports.ui.locationForTimeValues,Location for time values,Location for time values,時間值的位置
excelReports,excelreports.ui.exportId,Export ID (XID),Export ID (XID),導出ID（XID）
excelReports,excelreports.ui.reportTemplateNotSaved,Report Template not saved - {0},Report Template not saved - {0},報告範本未保存 -  {0}
excelReports,excelreports.ui.reportTemplateDeleted,Report template deleted,Report template deleted,報告範本已刪除
excelReports,excelreports.ui.reportTemplateNotDeleted,Report Template not deleted,Report Template not deleted,報告範本未刪除
excelReports,excelreports.ui.confirmDeleteTemplate,Delete template?,Delete template?,刪除範本？
excelReports,excelreports.ui.watch,Watch,Watch,手錶
excelReports,excelreports.ui.selectTemplateFile,Select template file,Select template file,選擇範本檔案
excelReports,excelreports.ui.editNameAndPermissions,"Edit name, XID and permissions","Edit name, XID and permissions",編輯名稱，XID和權限
excelReports,excelreports.ui.showScript,Show script,Show script,顯示腳本
excelReports,excelreports.ui.reportNotDeleted,Report not deleted,Report not deleted,報告未刪除
excelReports,systemSettings.excelreports.purgeUsingSettings,Purge reports using purge settings now?,Purge reports using purge settings now?,現在使用清除設定清除報告？
excelReports,systemSettings.excelreports.workItemPriority,Work item priority,Work item priority,工作項目優先級
excelReports,systemSettings.excelreports.purgeSuccess,"{deleted, plural, =0{none to delete} =1{deleted 1 report} other{deleted # reports}}","{deleted, plural, =0{none to delete} =1{deleted 1 report} other{deleted # reports}}",{刪除，複數，= 0 {none delete} = 1 {刪除1報告}其他{刪除＃Reports}}}}
excelReports,permission.exception.excelreports.readReport,User ''{0}'' does not have permission to read the report,User ''{0}'' does not have permission to read the report,用戶''{0}''無權讀取報告
